2.4	0	2.727	2.727	2.727	0	1
2.42	0	2.727	2.727	2.727	0	1
2.44	0	2.727	2.727	2.727	0	1
2.46	0	2.727	2.727	2.727	0	1
2.48	0	2.727	2.727	2.727	0	1
2.5	0	2.727	2.727	2.727	0	1
2.52	0	2.727	2.727	2.727	0	1
2.54	0	2.727	2.727	2.727	0	1
2.56	0	2.727	2.727	2.727	0	1
2.58	0	2.727	2.727	2.727	0	1
2.6	0	2.727	2.727	2.727	0	1
2.62	0	2.727	2.727	2.727	0	1
2.64	0	2.727	2.727	2.727	0	1
2.66	0	2.727	2.727	2.727	0	1
2.68	0	2.727	2.727	2.727	0	1
2.7	0	2.727	2.727	2.727	0	1
2.72	1	2.727	2.727	2.727	0	1
2.74	0	2.727	2.727	2.727	0	1
2.76	0	2.727	2.727	2.727	0	1
2.78	0	2.727	2.727	2.727	0	1
2.8	0	2.727	2.727	2.727	0	1
2.82	0	2.727	2.727	2.727	0	1
2.84	0	2.727	2.727	2.727	0	1
2.86	0	2.727	2.727	2.727	0	1
2.88	0	2.727	2.727	2.727	0	1
2.9	0	2.727	2.727	2.727	0	1
2.92	0	2.727	2.727	2.727	0	1
2.94	0	2.727	2.727	2.727	0	1
2.96	0	2.727	2.727	2.727	0	1
2.98	0	2.727	2.727	2.727	0	1
3	0	2.727	2.727	2.727	0	1
3.02	0	2.727	2.727	2.727	0	1
3.04	0	2.727	2.727	2.727	0	1
3.06	0	2.727	2.727	2.727	0	1
3.08	0	2.727	2.727	2.727	0	1
3.1	0	2.727	2.727	2.727	0	1
3.12	0	2.727	2.727	2.727	0	1
3.14	0	2.727	2.727	2.727	0	1
3.16	0	2.727	2.727	2.727	0	1
3.18	0	2.727	2.727	2.727	0	1
3.2	0	2.727	2.727	2.727	0	1
3.22	0	2.727	2.727	2.727	0	1
3.24	0	2.727	2.727	2.727	0	1
3.26	0	2.727	2.727	2.727	0	1
3.28	0	2.727	2.727	2.727	0	1
3.3	0	2.727	2.727	2.727	0	1
3.32	0	2.727	2.727	2.727	0	1
3.34	0	2.727	2.727	2.727	0	1
3.36	0	2.727	2.727	2.727	0	1
3.38	0	2.727	2.727	2.727	0	1
3.4	0	2.727	2.727	2.727	0	1
3.42	0	2.727	2.727	2.727	0	1
3.44	0	2.727	2.727	2.727	0	1
3.46	0	2.727	2.727	2.727	0	1
3.48	0	2.727	2.727	2.727	0	1
3.5	0	2.727	2.727	2.727	0	1
3.52	0	2.727	2.727	2.727	0	1
3.54	0	2.727	2.727	2.727	0	1
3.56	0	2.727	2.727	2.727	0	1
3.58	0	2.727	2.727	2.727	0	1
3.6	0	2.727	2.727	2.727	0	1
3.62	0	2.727	2.727	2.727	0	1
3.64	0	2.727	2.727	2.727	0	1
3.66	0	2.727	2.727	2.727	0	1
3.68	0	2.727	2.727	2.727	0	1
3.7	0	2.727	2.727	2.727	0	1
3.72	0	2.727	2.727	2.727	0	1
3.74	0	2.727	2.727	2.727	0	1
3.76	0	2.727	2.727	2.727	0	1
3.78	0	2.727	2.727	2.727	0	1
3.8	0	2.727	2.727	2.727	0	1
3.82	0	2.727	2.727	2.727	0	1
3.84	0	2.727	2.727	2.727	0	1
3.86	0	2.727	2.727	2.727	0	1
3.88	0	2.727	2.727	2.727	0	1
3.9	0	2.727	2.727	2.727	0	1
3.92	0	2.727	2.727	2.727	0	1
3.94	0	2.727	2.727	2.727	0	1
3.96	0	2.727	2.727	2.727	0	1
3.98	0	2.727	2.727	2.727	0	1
4	0	2.727	2.727	2.727	0	1
4.02	0	2.727	2.727	2.727	0	1
4.04	0	2.727	2.727	2.727	0	1
4.06	0	2.727	2.727	2.727	0	1
4.08	0	2.727	2.727	2.727	0	1
4.1	0	2.727	2.727	2.727	0	1
4.12	0	2.727	2.727	2.727	0	1
4.14	0	2.727	2.727	2.727	0	1
4.16	0	2.727	2.727	2.727	0	1
4.18	0	2.727	2.727	2.727	0	1
4.2	0	2.727	2.727	2.727	0	1
4.22	0	2.727	2.727	2.727	0	1
4.24	0	2.727	2.727	2.727	0	1
4.26	0	2.727	2.727	2.727	0	1
4.28	0	2.727	2.727	2.727	0	1
4.3	0	2.727	2.727	2.727	0	1
4.32	0	2.727	2.727	2.727	0	1
4.34	0	2.727	2.727	2.727	0	1
4.36	0	2.727	2.727	2.727	0	1
4.38	0	2.727	2.727	2.727	0	1
4.4	0	2.727	2.727	2.727	0	1
4.42	0	2.727	2.727	2.727	0	1
4.44	0	2.727	2.727	2.727	0	1
4.46	0	2.727	2.727	2.727	0	1
4.48	0	2.727	2.727	2.727	0	1
4.5	0	2.727	2.727	2.727	0	1
4.52	0	2.727	2.727	2.727	0	1
4.54	0	2.727	2.727	2.727	0	1
4.56	0	2.727	2.727	2.727	0	1
4.58	0	2.727	2.727	2.727	0	1
4.6	0	2.727	2.727	2.727	0	1
4.62	0	2.727	2.727	2.727	0	1
4.64	0	2.727	2.727	2.727	0	1
4.66	0	2.727	2.727	2.727	0	1
4.68	0	2.727	2.727	2.727	0	1
4.7	0	2.727	2.727	2.727	0	1
4.72	0	2.727	2.727	2.727	0	1
4.74	0	2.727	2.727	2.727	0	1
4.76	0	2.727	2.727	2.727	0	1
4.78	0	2.727	2.727	2.727	0	1
4.8	0	2.727	2.727	2.727	0	1
4.82	0	2.727	2.727	2.727	0	1
4.84	0	2.727	2.727	2.727	0	1
4.86	0	2.727	2.727	2.727	0	1
4.88	0	2.727	2.727	2.727	0	1
4.9	0	2.727	2.727	2.727	0	1
4.92	0	2.727	2.727	2.727	0	1
4.94	0	2.727	2.727	2.727	0	1
4.96	0	2.727	2.727	2.727	0	1
4.98	0	2.727	2.727	2.727	0	1
5	0	2.727	2.727	2.727	0	1
5.02	0	2.727	2.727	2.727	0	1
5.04	0	2.727	2.727	2.727	0	1
5.06	0	2.727	2.727	2.727	0	1
5.08	0	2.727	2.727	2.727	0	1
5.1	0	2.727	2.727	2.727	0	1
5.12	0	2.727	2.727	2.727	0	1
5.14	0	2.727	2.727	2.727	0	1
5.16	0	2.727	2.727	2.727	0	1
5.18	0	2.727	2.727	2.727	0	1
5.2	0	2.727	2.727	2.727	0	1
5.22	0	2.727	2.727	2.727	0	1
5.24	0	2.727	2.727	2.727	0	1
5.26	0	2.727	2.727	2.727	0	1
5.28	0	2.727	2.727	2.727	0	1
5.3	0	2.727	2.727	2.727	0	1
5.32	0	2.727	2.727	2.727	0	1
5.34	0	2.727	2.727	2.727	0	1
5.36	0	2.727	2.727	2.727	0	1
5.38	0	2.727	2.727	2.727	0	1
5.4	0	2.727	2.727	2.727	0	1
5.42	0	2.727	2.727	2.727	0	1
5.44	0	2.727	2.727	2.727	0	1
5.46	0	2.727	2.727	2.727	0	1
5.48	0	2.727	2.727	2.727	0	1
5.5	0	2.727	2.727	2.727	0	1
5.52	0	2.727	2.727	2.727	0	1
5.54	0	2.727	2.727	2.727	0	1
5.56	0	2.727	2.727	2.727	0	1
5.58	0	2.727	2.727	2.727	0	1
5.6	0	2.727	2.727	2.727	0	1
5.62	0	2.727	2.727	2.727	0	1
5.64	0	2.727	2.727	2.727	0	1
5.66	0	2.727	2.727	2.727	0	1
5.68	0	2.727	2.727	2.727	0	1
5.7	0	2.727	2.727	2.727	0	1
5.72	0	2.727	2.727	2.727	0	1
5.74	0	2.727	2.727	2.727	0	1
5.76	0	2.727	2.727	2.727	0	1
5.78	0	2.727	2.727	2.727	0	1
5.8	0	2.727	2.727	2.727	0	1
5.82	0	2.727	2.727	2.727	0	1
5.84	0	2.727	2.727	2.727	0	1
5.86	0	2.727	2.727	2.727	0	1
5.88	0	2.727	2.727	2.727	0	1
5.9	0	2.727	2.727	2.727	0	1
5.92	0	2.727	2.727	2.727	0	1
5.94	0	2.727	2.727	2.727	0	1
5.96	0	2.727	2.727	2.727	0	1
5.98	0	2.727	2.727	2.727	0	1
6	0	2.727	2.727	2.727	0	1
6.02	0	2.727	2.727	2.727	0	1
6.04	0	2.727	2.727	2.727	0	1
6.06	0	2.727	2.727	2.727	0	1
6.08	0	2.727	2.727	2.727	0	1
6.1	0	2.727	2.727	2.727	0	1
6.12	0	2.727	2.727	2.727	0	1
6.14	0	2.727	2.727	2.727	0	1
6.16	0	2.727	2.727	2.727	0	1
6.18	0	2.727	2.727	2.727	0	1
6.2	0	2.727	2.727	2.727	0	1
6.22	0	2.727	2.727	2.727	0	1
6.24	0	2.727	2.727	2.727	0	1
6.26	0	2.727	2.727	2.727	0	1
6.28	0	2.727	2.727	2.727	0	1
6.3	0	2.727	2.727	2.727	0	1
6.32	0	2.727	2.727	2.727	0	1
6.34	0	2.727	2.727	2.727	0	1
6.36	0	2.727	2.727	2.727	0	1
6.38	0	2.727	2.727	2.727	0	1
6.4	0	2.727	2.727	2.727	0	1
6.42	0	2.727	2.727	2.727	0	1
6.44	0	2.727	2.727	2.727	0	1
6.46	0	2.727	2.727	2.727	0	1
6.48	0	2.727	2.727	2.727	0	1
6.5	0	2.727	2.727	2.727	0	1
6.52	0	2.727	2.727	2.727	0	1
6.54	0	2.727	2.727	2.727	0	1
6.56	0	2.727	2.727	2.727	0	1
6.58	0	2.727	2.727	2.727	0	1
6.6	0	2.727	2.727	2.727	0	1
6.62	0	2.727	2.727	2.727	0	1
6.64	0	2.727	2.727	2.727	0	1
6.66	0	2.727	2.727	2.727	0	1
6.68	0	2.727	2.727	2.727	0	1
6.7	0	2.727	2.727	2.727	0	1
6.72	0	2.727	2.727	2.727	0	1
6.74	0	2.727	2.727	2.727	0	1
6.76	0	2.727	2.727	2.727	0	1
6.78	0	2.727	2.727	2.727	0	1
6.8	0	2.727	2.727	2.727	0	1
6.82	0	2.727	2.727	2.727	0	1
6.84	0	2.727	2.727	2.727	0	1
6.86	0	2.727	2.727	2.727	0	1
6.88	0	2.727	2.727	2.727	0	1
6.9	0	2.727	2.727	2.727	0	1
6.92	0	2.727	2.727	2.727	0	1
6.94	0	2.727	2.727	2.727	0	1
6.96	0	2.727	2.727	2.727	0	1
6.98	0	2.727	2.727	2.727	0	1
7	0	2.727	2.727	2.727	0	1
7.02	0	2.727	2.727	2.727	0	1
7.04	0	2.727	2.727	2.727	0	1
7.06	0	2.727	2.727	2.727	0	1
7.08	0	2.727	2.727	2.727	0	1
7.1	0	2.727	2.727	2.727	0	1
7.12	0	2.727	2.727	2.727	0	1
7.14	0	2.727	2.727	2.727	0	1
7.16	0	2.727	2.727	2.727	0	1
7.18	0	2.727	2.727	2.727	0	1
7.2	0	2.727	2.727	2.727	0	1
7.22	0	2.727	2.727	2.727	0	1
7.24	0	2.727	2.727	2.727	0	1
7.26	0	2.727	2.727	2.727	0	1
7.28	0	2.727	2.727	2.727	0	1
7.3	0	2.727	2.727	2.727	0	1
7.32	0	2.727	2.727	2.727	0	1
7.34	0	2.727	2.727	2.727	0	1
7.36	0	2.727	2.727	2.727	0	1
7.38	0	2.727	2.727	2.727	0	1
7.4	0	2.727	2.727	2.727	0	1
7.42	0	2.727	2.727	2.727	0	1
7.44	0	2.727	2.727	2.727	0	1
7.46	0	2.727	2.727	2.727	0	1
7.48	0	2.727	2.727	2.727	0	1
7.5	0	2.727	2.727	2.727	0	1
7.52	0	2.727	2.727	2.727	0	1
7.54	0	2.727	2.727	2.727	0	1
7.56	0	2.727	2.727	2.727	0	1
7.58	0	2.727	2.727	2.727	0	1
7.6	0	2.727	2.727	2.727	0	1
7.62	0	2.727	2.727	2.727	0	1
7.64	0	2.727	2.727	2.727	0	1
7.66	0	2.727	2.727	2.727	0	1
7.68	0	2.727	2.727	2.727	0	1
7.7	0	2.727	2.727	2.727	0	1
7.72	0	2.727	2.727	2.727	0	1
7.74	0	2.727	2.727	2.727	0	1
7.76	0	2.727	2.727	2.727	0	1
7.78	0	2.727	2.727	2.727	0	1
7.8	0	2.727	2.727	2.727	0	1
7.82	0	2.727	2.727	2.727	0	1
7.84	0	2.727	2.727	2.727	0	1
7.86	0	2.727	2.727	2.727	0	1
7.88	0	2.727	2.727	2.727	0	1
7.9	0	2.727	2.727	2.727	0	1
7.92	0	2.727	2.727	2.727	0	1
7.94	0	2.727	2.727	2.727	0	1
7.96	0	2.727	2.727	2.727	0	1
7.98	0	2.727	2.727	2.727	0	1
8	0	2.727	2.727	2.727	0	1
8.02	0	2.727	2.727	2.727	0	1
8.04	0	2.727	2.727	2.727	0	1
8.06	0	2.727	2.727	2.727	0	1
8.08	0	2.727	2.727	2.727	0	1
8.1	0	2.727	2.727	2.727	0	1
8.12	0	2.727	2.727	2.727	0	1
8.14	0	2.727	2.727	2.727	0	1
8.16	0	2.727	2.727	2.727	0	1
8.18	0	2.727	2.727	2.727	0	1
8.2	0	2.727	2.727	2.727	0	1
8.22	0	2.727	2.727	2.727	0	1
8.24	0	2.727	2.727	2.727	0	1
8.26	0	2.727	2.727	2.727	0	1
8.28	0	2.727	2.727	2.727	0	1
8.3	0	2.727	2.727	2.727	0	1
8.32	0	2.727	2.727	2.727	0	1
8.34	0	2.727	2.727	2.727	0	1
8.36	0	2.727	2.727	2.727	0	1
8.38	0	2.727	2.727	2.727	0	1
8.4	0	2.727	2.727	2.727	0	1
8.42	0	2.727	2.727	2.727	0	1
8.44	0	2.727	2.727	2.727	0	1
8.46	0	2.727	2.727	2.727	0	1
8.48	0	2.727	2.727	2.727	0	1
8.5	0	2.727	2.727	2.727	0	1
8.52	0	2.727	2.727	2.727	0	1
8.54	0	2.727	2.727	2.727	0	1
8.56	0	2.727	2.727	2.727	0	1
8.58	0	2.727	2.727	2.727	0	1
8.6	0	2.727	2.727	2.727	0	1
8.62	0	2.727	2.727	2.727	0	1
8.64	0	2.727	2.727	2.727	0	1
8.66	0	2.727	2.727	2.727	0	1
8.68	0	2.727	2.727	2.727	0	1
8.7	0	2.727	2.727	2.727	0	1
8.72	0	2.727	2.727	2.727	0	1
8.74	0	2.727	2.727	2.727	0	1
8.76	0	2.727	2.727	2.727	0	1
8.78	0	2.727	2.727	2.727	0	1
8.8	0	2.727	2.727	2.727	0	1
8.82	0	2.727	2.727	2.727	0	1
8.84	0	2.727	2.727	2.727	0	1
8.86	0	2.727	2.727	2.727	0	1
8.88	0	2.727	2.727	2.727	0	1
8.9	0	2.727	2.727	2.727	0	1
8.92	0	2.727	2.727	2.727	0	1
8.94	0	2.727	2.727	2.727	0	1
8.96	0	2.727	2.727	2.727	0	1
8.98	0	2.727	2.727	2.727	0	1
9	0	2.727	2.727	2.727	0	1
9.02	0	2.727	2.727	2.727	0	1
9.04	0	2.727	2.727	2.727	0	1
9.06	0	2.727	2.727	2.727	0	1
9.08	0	2.727	2.727	2.727	0	1
9.1	0	2.727	2.727	2.727	0	1
9.12	0	2.727	2.727	2.727	0	1
9.14	0	2.727	2.727	2.727	0	1
9.16	0	2.727	2.727	2.727	0	1
9.18	0	2.727	2.727	2.727	0	1
9.2	0	2.727	2.727	2.727	0	1
9.22	0	2.727	2.727	2.727	0	1
9.24	0	2.727	2.727	2.727	0	1
9.26	0	2.727	2.727	2.727	0	1
9.28	0	2.727	2.727	2.727	0	1
9.3	0	2.727	2.727	2.727	0	1
9.32	0	2.727	2.727	2.727	0	1
9.34	0	2.727	2.727	2.727	0	1
9.36	0	2.727	2.727	2.727	0	1
9.38	0	2.727	2.727	2.727	0	1
9.4	0	2.727	2.727	2.727	0	1
9.42	0	2.727	2.727	2.727	0	1
9.44	0	2.727	2.727	2.727	0	1
9.46	0	2.727	2.727	2.727	0	1
9.48	0	2.727	2.727	2.727	0	1
9.5	0	2.727	2.727	2.727	0	1
9.52	0	2.727	2.727	2.727	0	1
9.54	0	2.727	2.727	2.727	0	1
9.56	0	2.727	2.727	2.727	0	1
9.58	0	2.727	2.727	2.727	0	1
9.6	0	2.727	2.727	2.727	0	1
9.62	0	2.727	2.727	2.727	0	1
9.64	0	2.727	2.727	2.727	0	1
9.66	0	2.727	2.727	2.727	0	1
9.68	0	2.727	2.727	2.727	0	1
9.7	0	2.727	2.727	2.727	0	1
9.72	0	2.727	2.727	2.727	0	1
9.74	0	2.727	2.727	2.727	0	1
9.76	0	2.727	2.727	2.727	0	1
9.78	0	2.727	2.727	2.727	0	1
9.8	0	2.727	2.727	2.727	0	1
9.82	0	2.727	2.727	2.727	0	1
9.84	0	2.727	2.727	2.727	0	1
9.86	0	2.727	2.727	2.727	0	1
9.88	0	2.727	2.727	2.727	0	1
9.9	0	2.727	2.727	2.727	0	1
9.92	0	2.727	2.727	2.727	0	1
9.94	0	2.727	2.727	2.727	0	1
9.96	0	2.727	2.727	2.727	0	1
9.98	0	2.727	2.727	2.727	0	1
10	0	2.727	2.727	2.727	0	1
10.02	0	2.727	2.727	2.727	0	1
10.04	0	2.727	2.727	2.727	0	1
10.06	0	2.727	2.727	2.727	0	1
10.08	0	2.727	2.727	2.727	0	1
10.1	0	2.727	2.727	2.727	0	1
10.12	0	2.727	2.727	2.727	0	1
10.14	0	2.727	2.727	2.727	0	1
10.16	0	2.727	2.727	2.727	0	1
10.18	0	2.727	2.727	2.727	0	1
10.2	0	2.727	2.727	2.727	0	1
10.22	0	2.727	2.727	2.727	0	1
10.24	0	2.727	2.727	2.727	0	1
10.26	0	2.727	2.727	2.727	0	1
10.28	0	2.727	2.727	2.727	0	1
10.3	0	2.727	2.727	2.727	0	1
10.32	0	2.727	2.727	2.727	0	1
10.34	0	2.727	2.727	2.727	0	1
10.36	0	2.727	2.727	2.727	0	1
10.38	0	2.727	2.727	2.727	0	1
10.4	0	2.727	2.727	2.727	0	1
10.42	0	2.727	2.727	2.727	0	1
10.44	0	2.727	2.727	2.727	0	1
10.46	0	2.727	2.727	2.727	0	1
10.48	0	2.727	2.727	2.727	0	1
10.5	0	2.727	2.727	2.727	0	1
10.52	0	2.727	2.727	2.727	0	1
10.54	0	2.727	2.727	2.727	0	1
10.56	0	2.727	2.727	2.727	0	1
10.58	0	2.727	2.727	2.727	0	1
10.6	0	2.727	2.727	2.727	0	1
10.62	0	2.727	2.727	2.727	0	1
10.64	0	2.727	2.727	2.727	0	1
10.66	0	2.727	2.727	2.727	0	1
10.68	0	2.727	2.727	2.727	0	1
10.7	0	2.727	2.727	2.727	0	1
10.72	0	2.727	2.727	2.727	0	1
10.74	0	2.727	2.727	2.727	0	1
10.76	0	2.727	2.727	2.727	0	1
10.78	0	2.727	2.727	2.727	0	1
10.8	0	2.727	2.727	2.727	0	1
10.82	0	2.727	2.727	2.727	0	1
10.84	0	2.727	2.727	2.727	0	1
10.86	0	2.727	2.727	2.727	0	1
10.88	0	2.727	2.727	2.727	0	1
10.9	0	2.727	2.727	2.727	0	1
10.92	0	2.727	2.727	2.727	0	1
10.94	0	2.727	2.727	2.727	0	1
10.96	0	2.727	2.727	2.727	0	1
10.98	0	2.727	2.727	2.727	0	1
11	0	2.727	2.727	2.727	0	1
11.02	0	2.727	2.727	2.727	0	1
11.04	0	2.727	2.727	2.727	0	1
11.06	0	2.727	2.727	2.727	0	1
11.08	0	2.727	2.727	2.727	0	1
11.1	0	2.727	2.727	2.727	0	1
11.12	0	2.727	2.727	2.727	0	1
11.14	0	2.727	2.727	2.727	0	1
11.16	0	2.727	2.727	2.727	0	1
11.18	0	2.727	2.727	2.727	0	1
11.2	0	2.727	2.727	2.727	0	1
11.22	0	2.727	2.727	2.727	0	1
11.24	0	2.727	2.727	2.727	0	1
11.26	0	2.727	2.727	2.727	0	1
11.28	0	2.727	2.727	2.727	0	1
11.3	0	2.727	2.727	2.727	0	1
11.32	0	2.727	2.727	2.727	0	1
11.34	0	2.727	2.727	2.727	0	1
11.36	0	2.727	2.727	2.727	0	1
11.38	0	2.727	2.727	2.727	0	1
11.4	0	2.727	2.727	2.727	0	1
11.42	0	2.727	2.727	2.727	0	1
11.44	0	2.727	2.727	2.727	0	1
11.46	0	2.727	2.727	2.727	0	1
11.48	0	2.727	2.727	2.727	0	1
11.5	0	2.727	2.727	2.727	0	1
11.52	0	2.727	2.727	2.727	0	1
11.54	0	2.727	2.727	2.727	0	1
11.56	0	2.727	2.727	2.727	0	1
11.58	0	2.727	2.727	2.727	0	1
11.6	0	2.727	2.727	2.727	0	1
11.62	0	2.727	2.727	2.727	0	1
11.64	0	2.727	2.727	2.727	0	1
11.66	0	2.727	2.727	2.727	0	1
11.68	0	2.727	2.727	2.727	0	1
11.7	0	2.727	2.727	2.727	0	1
11.72	0	2.727	2.727	2.727	0	1
11.74	0	2.727	2.727	2.727	0	1
11.76	0	2.727	2.727	2.727	0	1
11.78	0	2.727	2.727	2.727	0	1
11.8	0	2.727	2.727	2.727	0	1
11.82	0	2.727	2.727	2.727	0	1
11.84	0	2.727	2.727	2.727	0	1
11.86	0	2.727	2.727	2.727	0	1
11.88	0	2.727	2.727	2.727	0	1
11.9	0	2.727	2.727	2.727	0	1
11.92	0	2.727	2.727	2.727	0	1
11.94	0	2.727	2.727	2.727	0	1
11.96	0	2.727	2.727	2.727	0	1
11.98	0	2.727	2.727	2.727	0	1
12	0	2.727	2.727	2.727	0	1
12.02	0	2.727	2.727	2.727	0	1
12.04	0	2.727	2.727	2.727	0	1
12.06	0	2.727	2.727	2.727	0	1
12.08	0	2.727	2.727	2.727	0	1
12.1	0	2.727	2.727	2.727	0	1
12.12	0	2.727	2.727	2.727	0	1
12.14	0	2.727	2.727	2.727	0	1
12.16	0	2.727	2.727	2.727	0	1
12.18	0	2.727	2.727	2.727	0	1
12.2	0	2.727	2.727	2.727	0	1
12.22	0	2.727	2.727	2.727	0	1
12.24	0	2.727	2.727	2.727	0	1
12.26	0	2.727	2.727	2.727	0	1
12.28	0	2.727	2.727	2.727	0	1
12.3	0	2.727	2.727	2.727	0	1
12.32	0	2.727	2.727	2.727	0	1
12.34	0	2.727	2.727	2.727	0	1
12.36	0	2.727	2.727	2.727	0	1
12.38	0	2.727	2.727	2.727	0	1
12.4	0	2.727	2.727	2.727	0	1
12.42	0	2.727	2.727	2.727	0	1
12.44	0	2.727	2.727	2.727	0	1
12.46	0	2.727	2.727	2.727	0	1
12.48	0	2.727	2.727	2.727	0	1
12.5	0	2.727	2.727	2.727	0	1
12.52	0	2.727	2.727	2.727	0	1
12.54	0	2.727	2.727	2.727	0	1
12.56	0	2.727	2.727	2.727	0	1
12.58	0	2.727	2.727	2.727	0	1
12.6	0	2.727	2.727	2.727	0	1
12.62	0	2.727	2.727	2.727	0	1
12.64	0	2.727	2.727	2.727	0	1
12.66	0	2.727	2.727	2.727	0	1
12.68	0	2.727	2.727	2.727	0	1
12.7	0	2.727	2.727	2.727	0	1
12.72	0	2.727	2.727	2.727	0	1
12.74	0	2.727	2.727	2.727	0	1
12.76	0	2.727	2.727	2.727	0	1
12.78	0	2.727	2.727	2.727	0	1
12.8	0	2.727	2.727	2.727	0	1
12.82	0	2.727	2.727	2.727	0	1
12.84	0	2.727	2.727	2.727	0	1
12.86	0	2.727	2.727	2.727	0	1
12.88	0	2.727	2.727	2.727	0	1
12.9	0	2.727	2.727	2.727	0	1
12.92	0	2.727	2.727	2.727	0	1
12.94	0	2.727	2.727	2.727	0	1
12.96	0	2.727	2.727	2.727	0	1
12.98	0	2.727	2.727	2.727	0	1
13	0	2.727	2.727	2.727	0	1
13.02	0	2.727	2.727	2.727	0	1
13.04	0	2.727	2.727	2.727	0	1
13.06	0	2.727	2.727	2.727	0	1
13.08	0	2.727	2.727	2.727	0	1
13.1	0	2.727	2.727	2.727	0	1
13.12	0	2.727	2.727	2.727	0	1
13.14	0	2.727	2.727	2.727	0	1
13.16	0	2.727	2.727	2.727	0	1
13.18	0	2.727	2.727	2.727	0	1
13.2	0	2.727	2.727	2.727	0	1
13.22	0	2.727	2.727	2.727	0	1
13.24	0	2.727	2.727	2.727	0	1
13.26	0	2.727	2.727	2.727	0	1
13.28	0	2.727	2.727	2.727	0	1
13.3	0	2.727	2.727	2.727	0	1
13.32	0	2.727	2.727	2.727	0	1
13.34	0	2.727	2.727	2.727	0	1
13.36	0	2.727	2.727	2.727	0	1
13.38	0	2.727	2.727	2.727	0	1
13.4	0	2.727	2.727	2.727	0	1
13.42	0	2.727	2.727	2.727	0	1
13.44	0	2.727	2.727	2.727	0	1
13.46	0	2.727	2.727	2.727	0	1
13.48	0	2.727	2.727	2.727	0	1
13.5	0	2.727	2.727	2.727	0	1
13.52	0	2.727	2.727	2.727	0	1
13.54	0	2.727	2.727	2.727	0	1
13.56	0	2.727	2.727	2.727	0	1
13.58	0	2.727	2.727	2.727	0	1
13.6	0	2.727	2.727	2.727	0	1
13.62	0	2.727	2.727	2.727	0	1
13.64	0	2.727	2.727	2.727	0	1
13.66	0	2.727	2.727	2.727	0	1
13.68	0	2.727	2.727	2.727	0	1
13.7	0	2.727	2.727	2.727	0	1
13.72	0	2.727	2.727	2.727	0	1
13.74	0	2.727	2.727	2.727	0	1
13.76	0	2.727	2.727	2.727	0	1
13.78	0	2.727	2.727	2.727	0	1
13.8	0	2.727	2.727	2.727	0	1
13.82	0	2.727	2.727	2.727	0	1
13.84	0	2.727	2.727	2.727	0	1
13.86	0	2.727	2.727	2.727	0	1
13.88	0	2.727	2.727	2.727	0	1
13.9	0	2.727	2.727	2.727	0	1
13.92	0	2.727	2.727	2.727	0	1
13.94	0	2.727	2.727	2.727	0	1
13.96	0	2.727	2.727	2.727	0	1
13.98	0	2.727	2.727	2.727	0	1
14	0	2.727	2.727	2.727	0	1
14.02	0	2.727	2.727	2.727	0	1
14.04	0	2.727	2.727	2.727	0	1
14.06	0	2.727	2.727	2.727	0	1
14.08	0	2.727	2.727	2.727	0	1
14.1	0	2.727	2.727	2.727	0	1
14.12	0	2.727	2.727	2.727	0	1
14.14	0	2.727	2.727	2.727	0	1
14.16	0	2.727	2.727	2.727	0	1
14.18	0	2.727	2.727	2.727	0	1
14.2	0	2.727	2.727	2.727	0	1
14.22	0	2.727	2.727	2.727	0	1
14.24	0	2.727	2.727	2.727	0	1
14.26	0	2.727	2.727	2.727	0	1
14.28	0	2.727	2.727	2.727	0	1
14.3	0	2.727	2.727	2.727	0	1
14.32	0	2.727	2.727	2.727	0	1
14.34	0	2.727	2.727	2.727	0	1
14.36	0	2.727	2.727	2.727	0	1
14.38	0	2.727	2.727	2.727	0	1
14.4	0	2.727	2.727	2.727	0	1
14.42	0	2.727	2.727	2.727	0	1
14.44	0	2.727	2.727	2.727	0	1
14.46	0	2.727	2.727	2.727	0	1
14.48	0	2.727	2.727	2.727	0	1
14.5	0	2.727	2.727	2.727	0	1
14.52	0	2.727	2.727	2.727	0	1
14.54	0	2.727	2.727	2.727	0	1
14.56	0	2.727	2.727	2.727	0	1
14.58	0	2.727	2.727	2.727	0	1
14.6	0	2.727	2.727	2.727	0	1
14.62	0	2.727	2.727	2.727	0	1
14.64	0	2.727	2.727	2.727	0	1
14.66	0	2.727	2.727	2.727	0	1
14.68	0	2.727	2.727	2.727	0	1
14.7	0	2.727	2.727	2.727	0	1
14.72	0	2.727	2.727	2.727	0	1
14.74	0	2.727	2.727	2.727	0	1
14.76	0	2.727	2.727	2.727	0	1
14.78	0	2.727	2.727	2.727	0	1
14.8	0	2.727	2.727	2.727	0	1
14.82	0	2.727	2.727	2.727	0	1
14.84	0	2.727	2.727	2.727	0	1
14.86	0	2.727	2.727	2.727	0	1
14.88	0	2.727	2.727	2.727	0	1
14.9	0	2.727	2.727	2.727	0	1
14.92	0	2.727	2.727	2.727	0	1
14.94	0	2.727	2.727	2.727	0	1
14.96	0	2.727	2.727	2.727	0	1
14.98	0	2.727	2.727	2.727	0	1
15	0	2.727	2.727	2.727	0	1
15.02	0	2.727	2.727	2.727	0	1
15.04	0	2.727	2.727	2.727	0	1
15.06	0	2.727	2.727	2.727	0	1
15.08	0	2.727	2.727	2.727	0	1
15.1	0	2.727	2.727	2.727	0	1
15.12	0	2.727	2.727	2.727	0	1
